X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,COMMENTS,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
41.7,13.37,2011,6,22,3,201101,7,,,"Weekly Report 22 June-28 June 2011: A satellite image of Nabro acquired on 22 June showed a gas-and-ash plume rising from the caldera and drifting W. According to a news article, the eruption resulted in at least seven deaths, injured many, and displaced thousands in Eritrea, and affected about 5,000 Ethiopians living near the border. Based on analyses of satellite imagery, the Toulouse VAAC reported that during 26-27 June plumes rose to altitudes up to 6.1 km (20,000 ft) a.s.l. (reference #2432)",,,,7,1,Few (~1 to 50 people),,3,Many (~101 to 1000 people),,,,,,,,,,7,1,Few (~1 to 50 people),,3,Many (~101 to 1000 people),,,,,,,1,4,0201-101,Nabro,Africa-NE,13.37,41.7,2218,Stratovolcano,Holocene,Unknown,201101,Eritrea,0,,,5524,1187
-168.13,53.42,-100,,,6,110129,,,,"The 2050+/50 BP collapse of Okmok caldera generated pyroclasts that spread over 1,000 km<sup>2</sup> on Umnak Island. The central vent eruption the generated a Tsunami (giant sea waves) associated with caldera collapse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1101-29-,Okmok,Aleutian Is,53.42,-168.13,1073,Shield volcano,Historical,D1,110129,United States,0,,,5225,1244
150.52,-5.58,-4000,,,6,50208,,,,"The Buru caldera cuts the SW flank of Witori volcano. The gently sloping outer flanks of Witori volcano consist primarily of dacitic pyroclastic-flow and airfall deposits produced during a series of five major explosive eruptions from about 5600 to 1200 years ago, many of which may have been associated with caldera formation. Eruption occurred 4000 BC +- 200 years. Eruptive caused fatalities and damage to land and property. (reference #2432)",,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,3,0502-08=,Pago,New Britain-SW Pac,-5.58,150.52,742,Caldera,Historical,D2,50208,Papua New Guinea,0,,,5230,1271
150.52,-5.58,-1370,,,6,50208,,,,"The Buru caldera cuts the SW flank of Witori volcano. The gently sloping outer flanks of Witori volcano consist primarily of dacitic pyroclastic-flow and airfall deposits produced during a series of five major explosive eruptions from about 5600 to 1200 years ago, many of which may have been associated with caldera formation. Eruption occurred 1350 BC +- 100 years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0502-08=,Pago,New Britain-SW Pac,-5.58,150.52,742,Caldera,Historical,D2,50208,Papua New Guinea,0,,,5229,1271
150.52,-5.58,710,,,6,50208,,,,"The gently sloping outer flanks of Witori volcano consist primarily of dacitic pyroclastic-flow and airfall deposits produced during a series of five major explosive eruptions from about 5600 to 1200 years ago, many of which may have been assocciated with caldera formation. This explosive eruption occurred around 710 +/ 75 years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0502-08=,Pago,New Britain-SW Pac,-5.58,150.52,742,Caldera,Historical,D2,50208,Papua New Guinea,0,,,5210,1271
121.708,-8.32,2013,8,10,3,60415,5,,,"<P><blockquote><i>Reference #2432:</blockquote></i>
According to news articles, a partial lava-dome collapse at Paluweh on 10 August generated a pyroclastic flow that traveled N towards a beach village and killed at least 5 people. A volcanologist at the monitoring post for Paluweh noted that the eruption lasted seven minutes, and that the pyroclastic flow burned trees around the beach and villages, making it difficult to reach the victims. Pyroclastic flows continued to be reported hours after the initial eruption. Based on analyses of satellite imagery and wind data, the Darwin VAAC reported that an ash plume rose to an altitude of 4.3 km (14,000 ft) a.s.l. and drifted 130 km W.
<P>
News sources noted that a mandatory evacuation order had caused some residents to evacuate prior to the eruption on 10 August, but nearly 10,000 still remained on the island. After the eruption, a rescue team was sent to evacuate about 2,000 people that remained inside a 3-km exclusion zone. A team member noted that rescuing people was difficult since they were reluctant to leave their livestock and homes, but also that the ground was hot and covered in 10-20 cm of ash. The VAAC reported that during 11-12 August ash plumes rose to an altitude of 1.8 km (6,000 ft) a.s.l. and drifted 110-130 km W. A news article noted that the eruptions were smaller on 12 August, but pyroclastic flows continued to be observed. The Alert Level remained at 3 (on a scale of 0-4).",,,,5,1,Few (~1 to 50 people),,,,,,,,,,,,,5,1,Few (~1 to 50 people),,,,,,,,,,1,4,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,,5944,1276
121.708,-8.32,2013,2,,,60415,,,,"13 February-19 February 2013. Center of Volcanology and Geological Hazard Mitigation (CVGHM) reported that activity at Paluweh during October 2012-January 2013 was characterized by lava-dome growth, incandescent avalanches, pyroclastic flows, ash plumes that rose as high as 4 km above the dome, and ejected material deposited 3 km away. The whole island was affected by ashfall, which was an average of 2 cm thick on some areas. Some infrastructure and several homes were damaged by ash and lahars. (reference #2432)",,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),1,,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,,5824,1276
120.35,15.13,-3550,,,6,703083,,,,Crow Valley eruptive period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0703-083,Pinatubo,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,703083,Philippines,0,,,5228,1310
120.35,15.13,-1050,,,6,703083,,,,1050 BC +/ 500 years during the Maraunot eruptive period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0703-083,Pinatubo,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,703083,Philippines,0,,,5227,1310
-98.622,19.023,1919,2,19,1,140109,,,,"Start Date: 1919  Feb 19 (?), Stop Date: 1922. Volcanic Explosivity Index (VEI):  1. Eruptive Characteristics: Central vent eruption, Explosive eruption, Phreatic explosion(s), Lava dome extrusion, Fatalities. (reference #2432)
<P>1919 Feb 19. Some fatalities. (reference #9675)
<P>""An 1857 publication outlined additional details and included a yellow, crusty map that demonstrated the preferred route to the mountaintop, allowing climbers to navigate around dangerous ice crevices and deep volcanic
sands. Other sources detailed the expansion of mining operations during the Porfirio Díaz presidency, which included the construction of additional railroads and depots for transport to Veracruz, where sulphur from Popocatépetl was shipped to markets around the world...
Shoeboxes of mildewed materials in the municipal archives contained records dating to the late nineteenth century and included several references to different sulphur mining
operations. However, one example stood out in the historical records and oral histories of the townspeople. As recounted by official and informal documents, in 1919 a fledgling sulphur mining operation planted dynamite in
crevices deep within the crater of Popocatépel in an attempt to gain access to greater sulphur deposits. The charges were poorly placed, however, and an explosion and cave-in caused the prolonged death of thirteen individuals..."" (from p. 30, reference #9676)",,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,,,,,,,,,,,,1,4,1401-09=,Popocatepetl,Mexico,19.023,-98.622,5426,Stratovolcano,Historical,D1,140109,Mexico,0,,,5544,1324
-72.117,-40.59,2011,6,4,4,150715,,,,"Based on analyses of satellite imagery, SIGMET notices, and information from the Puerto Montt Flight Information Region (FIR), the Buenos Aires VAAC reported that on 4 June ash plumes rose to altitudes of 10.7-13.7 km (35,000-45,000 ft) a.s.l. and drifted 870 km ESE. Diffuse gas-and-steam plumes drifted W. The next day an ash plume continued to rise to altitudes of 10.7-12.2 km (35,000-40,000 ft) a.s.l. and had drifted as far as 1,778 km ESE, over the coast of Argentina, and out into the Atlantic Ocean. A portion of the plume drifted WSW. News outlets reported that flights in southern Argentina were canceled during 4-5 June. On 6 June the continuous ash plume changed direction and was blown ENE as far as 178 km while the previous portion of the plume continued to drift ESE over the ocean... News articles noted that some flights in Paraguay and Chile were canceled and about 4,000 people had evacuated. News photos showed ashfall and people collecting pumice in San Martin de los Andes, Argentina, 80 km NE... Observatorio Volcanológico de los Andes del Sur (Chile) - Servicio Nacional de Geología y Minería reported that the eruption from the Cordón Caulle rift zone, part of the Puyehue-Cordón Caulle volcanic complex, that began on 4 June continued on 5 June. At least five pyroclastic flows were generated from partial collapses of the eruptive column and traveled N in the Nilahue River drainage. The pyroclastic flows were possibly 10 km long. (reference #2432)
<P>The steam rising from the Nilahue River has been caused by hot ash and rocks being spewed from the Puyehue-Cordon Caulle volcano The usually chilly river temperature of six degrees [C] has been raised to an average of around 45 degrees [C] by the eruption. The huge surge in temperature has caused more than 4.3 million fish to die since it began last Saturday. (reference #9661)
<P>The fall of pyroclastic material to the Nilahue river has generated millions in losses for the industry in the valley farmer installed. The farmer Nilahue, yesterday, had 150 pools full of salmon carcasses. (reference #9662)
<P>The Argentine government is expected to announce Monday an agriculture emergency in several Patagonian areas as a consequence of the Chilean Andes volcanic eruption that has covered most of the territory with a blanket of ash leaving thousands of sheep with no water or pasture. Argentinas Agriculture Emergency and Disaster office head Haroldo Lebed said the emergency will be declared to the northeast of the province of Chubut where an estimated 750,000 sheep are suffering the consequences of the volcanic ash. (reference #9663)",,2,Moderate (~$1 to $5 million),,,,,,,,,,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,,,1,4,1507-15=,Puyehue,Chile-C,-40.59,-72.117,2236,Stratovolcano,Holocene,U,150715,Chile,0,,,5444,1341
-152.75,60.48,2009,3,23,,110303,,,,"Alaska's Mt. Redoubt began eruption on March 22 after seismic events increased. Ash plumes rose to an altitude of 18.2 km (60,000 ft) a.s.l., with the bulk of the ash volume between 7.6-9.1 km (25,000-30,000 ft) a.s.l. Ashfall was reported in areas 190-250 km NE. Minor damage has been reported however, the eruption sent a mudflow down the Drift River valley that was detected by seismic instruments at the Alaska Volcano Observatory. An evacuated Chevron oil storage facility containing six million gallons of Cook Inlet crude is situated near the mouth of the Drift River where it empties into Cook Inlet. The dike protecting the facility performed as it was designed, however, there is mud around the hanger and some water appears to have made it into some of the industrial buildings. Other minor damage to car engines due to ashfall and many flights were canceled affecting the local tourism industry.",,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1103-03-,Redoubt,Alaska-SW,60.48,-152.75,3108,Stratovolcano,Historical,D1,110303,United States,0,,,5026,1368
-152.75,60.48,-1550,,,,110303,,,Y,"Redoubt's largest Holocene eruption occurred ca. 3600 yr BP when the summit of the volcano collapsed down the south flank of the volcano and formed a large debris avalanche (Beget and Nye, 1994). The resultant deposit extends 30 km down the Crescent River valley to the modern shoreline of Cook Inlet (Riehle et al., 1981). The Crescent River debris avalanche
from Redoubt Volcano probably traveled at a higher rate of speed and displaced seawater as evidenced in several paleotsunami deposits found near Homer, AK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1103-03-,Redoubt,Alaska-SW,60.48,-152.75,3108,Stratovolcano,Historical,D1,110303,United States,0,,,5024,1368
-71.85,-15.78,1784,7,,,1504003,,,,"Start Date: 1784 Jul, Stop Date: Unknown. Explosive eruption  (?), Damage (land, property, etc.). (reference #2432)",,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,,1504-003,Sabancaya,Peru,-15.78,-71.85,5967,Stratovolcano,Historical,D1,1504003,Peru,0,,,5804,1399
-22.1,63.93,1151,,,1,170103,,,,Damage to land and property.,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,,,,,,,,,,,,1,3,1701-03=,Krisuvik,Iceland-SW,63.93,-22.1,379,Crater rows,Historical,D6,170103,Iceland,0,,,5149,475
112.95,-7.942,2004,6,8,2,60331,2,,,Two tourists were killed and 5 injured by ejecta from a sudden explosive eruption at Bromo crater. (reference #9675),,,,2,1,Few (~1 to 50 people),5,1,Few (~1 to 50 people),,,,,,,,,,,,,,,,,,,,,,1,4,0603-31=,Tengger Caldera,Java,-7.942,112.95,2329,Stratovolcano,Historical,D1,60331,Indonesia,0,,,5547,573
112.95,-7.942,2010,12,28,,60331,,,,"Mt. Bromo, within the Tengger caldera, is one of Java's most active and most frequently visited volcanoes. Around 25,000 villagers near Mount Bromo in East Java have lost their livelihood after recent volcanic eruptions destroyed farmland, killed livestock and crippled tourism. Nearby hotels reported damage to facilities.",,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0603-31=,Tengger Caldera,Java,-7.942,112.95,2329,Stratovolcano,Historical,D1,60331,Indonesia,0,,,5344,573
168.120000000000118,-16.25,50,,,6,50704,,,,The caldera was formed during a major plinian eruption with dacitic pyroclastic flows about 1900 years ago. Volume of erupted material > 7.0  ±  1.0  x  10<sup>10</sup> m<sup>3</sup>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0507-04=,Ambrym,Vanuatu-SW Pacific,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,50704,Vanuatu,0,,,5212,874
130.870000000000118,31.93,2011,1,28,,80209,,,,"Shinmoedake (Shinmoe peak), a stratovolcano of the Kirishima volcano group, erupted for the first time in 52 years on Jan. 27, 2011 according to the Japan Meteorological Agency (JMA). 

On Feb. 1 an eruption smashed more than 180 window panes in hospitals and schools about six kilometers from the crater, injuring a 92 year-old woman.. The eruption was the strongest on February 2, according to the JMA.

The weather agency maintained a level 3 alert for Shinmoedake and Sakurajima volcano, 45 kilometers (28 miles) to the southwest, indicating an eruption may seriously affect places near residential areas. ",,1,Limited (<$1 million),,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,,,,,,,,,1,4,0802-09=,Kirishima,Kyushu-Japan,31.93,130.87,1700,Shield volcano,Historical,D1,80209,Japan,0,,,5364,443
-141.75,61.38,60,,,6,110503,,,,"The Bona-Churchill massif in the St. Elias Mountains is now known to be the source of the White River Ash, produced during two of the largest explosive eruptions in North America during the past 2000 years (McGimsey et al. 1992). The exact year is unknown, but 60 +/200 years based on uncorrected radiocarbon dating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1105-03-,Bona-Churchill,Alaska-E,61.38,-141.75,5005,Stratovolcano,Radiocarbon,D6,110503,United States,0,,,5204,1008
-86.161,11.984,-4050,,,6,140410,,,,Major explosive eruption around 4050 BC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1404-10=,Masaya,Nicaragua,11.984,-86.161,635,Caldera,Historical,D1,140410,Nicaragua,0,,,5237,1118
-90.601,14.381,2010,5,27,1,140211,1,,,"Guatemala's Pacaya volcano started erupting lava and rocks Thursday afternoon, blanketing the country's capital with ash and forcing the closure of the international airport. A television reporter was killed by a shower of burning rocks when he got too close to the volcano, about 15 miles (25 kilometers) south of Guatemala City. (reference #9674)
<P>Weekly Report 26 May-1 June 2010: INSIVUMEH reported a continuing series of explosions 5-10 seconds apart that ejected black ash up to 1 km above the crater on 28 May... CONRED reported a short time later that about 1,600 people had been evacuated from six towns 3-4 km W, NNW, N, and NNE, and that Aurora International Airport was closed. According to a map posted by CONRED, blocks fell in areas as far away as 12 km NE and ash was reported in areas E of Chinautla, 37 km NNE. News media reported that one person (a reporter) died and three children were missing. On 29 May, a 90-m-wide lava flow that traveled SSE at an estimated rate of 100 m per hour burned three houses on the Pacaya Grande ranch... (reference #2432)",,1,Limited (<$1 million),1,1,Few (~1 to 50 people),,,,3,1,Few (~1 to 50 people),3,1,Few (~1 to 50 houses),,1,Limited (<$1 million),1,1,Few (~1 to 50 people),,,,3,1,Few (~1 to 50 people),3,1,Few (~1 to 50 houses),1,4,1402-11=,Pacaya,Guatemala,14.381,-90.601,2552,Complex volcano,Historical,D1,140211,Guatemala,0,,,5164,1268
-90.601,14.381,1987,1,25,3,140211,,,,"The explosion, at about 1730 [25 January 1987], ejected a column that rose to 8 km altitude and was blown south by 70 km/hour winds. Many houses in El Caracol (3 km SW of the vent), El Patrocinio (3.5 km W), and Los Pocitos (6 km SSE) were hit by 25-cm blocks... The press reported at least 15 injuries (but only one that required hospitalization) and as many as 3,000 evacuees. The next day the head of the National Emergency Committee said that 600 people remained evacuated, 63 homes were damaged, and many cattle and pigs had been killed. As of mid-February, typical Strombolian activity had resumed, and no additional strong explosions had been reported. (reference #2432)",,1,Limited (<$1 million),,,,15,1,Few (~1 to 50 people),,,,63,2,Some (~51 to 100 houses),,1,Limited (<$1 million),,,,15,1,Few (~1 to 50 people),,,,63,2,Some (~51 to 100 houses),1,4,1402-11=,Pacaya,Guatemala,14.381,-90.601,2552,Complex volcano,Historical,D1,140211,Guatemala,0,,,5528,1268
-78.9,-0.85,1280,,,6,150206,,,,Exact year of eruption unknown. Eruption generated 2.1 x 10<sup>10</sup> m<sup>3</sup> of material causing damage to land and property. Caldera collapse of the central vent.,,1,Limited (<$1 million),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1502-06=,Quilotoa,Ecuador,-0.85,-78.9,3914,Caldera,Radiocarbon,D6,150206,Ecuador,0,,,5206,1349
25.396,36.404,-197,,,3,10204,,,Y,"197 B.C. Area of Activity: Hiera Island. Eruptive Characteristics:
    Central vent eruption,
    Regional fissure eruption,
    Submarine eruption,
    New island formation,
    Explosive eruption. (reference #1412)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0102-04=,Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,D2,10204,Greece,0,7795,3473,5324,1444
-177.92,-29.27,-250,,,6,40203,,,,"Eruption formed the Denham caldera during a major dacitic explosive eruption about 2200 years ago, truncated the western side of the island and is 6.5 x 4 km wide. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0402-03=,Raoul Island,Kermadec Is,-29.27,-177.92,516,Stratovolcano,Historical,D1,40203,New Zealand,0,,,5226,1360
107.6,-6.77,1978,,,,60309,3,,,"Late 1978, SEAN report mentions geothermal well blowout. No eruption. (reference #9675)",,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-09=,Tangkubanparahu,Java,-6.77,107.6,2084,Stratovolcano,Historical,D1,60309,Indonesia,0,,,6326,551
107.6,-6.77,1923,6,,,60309,3,,,"End of June, 3 high school boys killed by asphyxiating gas. Carbonic acid and H<sub>2</sub>S involved. No eruption. (reference #9675)",,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-09=,Tangkubanparahu,Java,-6.77,107.6,2084,Stratovolcano,Historical,D1,60309,Indonesia,0,,,6325,551
137.6,36.57,1961,4,23,,80308,1,,,No eruption. (reference #9675),,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-08=,Tate-yama,Honshu-Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,80308,Japan,0,,,6487,558
137.6,36.57,1954,7,21,,80308,1,,,No eruption. (reference #9675),,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-08=,Tate-yama,Honshu-Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,80308,Japan,0,,,6486,558
137.6,36.57,1858,7,3,,80308,,,,Mudflows following earthquake~generated landslide killed many. No eruption. (reference #9675),,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-08=,Tate-yama,Honshu-Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,80308,Japan,0,,,6485,558
137.6,36.57,1858,4,23,,80308,,,,"Mudflows following earthquake-generated landslide killed many; eruption uncertain. No eruption. (reference #9675)",,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-08=,Tate-yama,Honshu-Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,80308,Japan,0,10184,,6484,558
176.000000000000114,-38.82,1910,3,20,,40107,1,,,Lahar from collapse of hydrothermally-altered rocks at the SW end of Lake Taupo. No eruption. (reference #9675),,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0401-07=,Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,D6,40107,New Zealand,0,,,6269,563
176.000000000000114,-38.82,1846,5,7,,40107,63,,,"A lahar (mudflow) or debris avalanche of hydrothermally altered rocks along the Waihi fault destroyed fortified village of Te Heu Heu, a famous Maori chieftain. An earlier event may have occurred in 1836 but is unclear. No eruption. (reference #9675)",,,,63,2,Some (~51 to 100 people),,,,,,,,,,,,,63,2,Some (~51 to 100 people),,,,,,,,,,1,,0401-07=,Taupo,New Zealand,-38.82,176,760,Caldera,Radiocarbon,D6,40107,New Zealand,0,,,6268,563
-78.442,-1.467,-1010,,,5,150208,,,,The lateral blast cloud contains pottery shards and the eruption likely impacted settled areas and killed hundreds to thousands. (reference #9675),,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,1502-08=,Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,150208,Ecuador,0,,,6628,639
130.3,32.75,1957,7,,,80210,13,,,"Heavy rains produced debris flows on the NW flank of Mayuyama; 13 dead or missing. (reference #9675)",,,,13,1,Few (~1 to 50 people),,,,,,,,,,,,,13,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-10=,Unzen,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1,80210,Japan,0,,,6445,740
140.83,42.53,1977,8,7,3,80503,3,,,Three non-eruptive fatalities occurred during evacuation.,,,,3,1,Few (~1 to 50 people),,,,,,,,,,,,,3,1,Few (~1 to 50 people),,,,,,,,,,1,,0805-03=,Usu,Hokkaido-Japan,42.53,140.83,731,Stratovolcano,Historical,D1,80503,Japan,0,,,6548,745
140.83,42.53,1944,8,26,2,80503,1,,,One fatality from gas inhalation. (reference #9675),,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0805-03=,Usu,Hokkaido-Japan,42.53,140.83,731,Stratovolcano,Historical,D1,80503,Japan,0,,,6547,745
158.3,52.68,1981,,,,1000083,,,,Landslides caused by heavy rains during a typhoon swept down the flanks and killed several persons on a road below the volcano. (reference #9675),,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1000-083,Vilyuchik,Kamchatka,52.68,158.3,2173,Stratovolcano,Tephrochronology,D7,1000083,Russia,0,,,6565,763
137.58,36.22,1995,2,11,1,80307,4,,,Four persons killed at highway construction site by hydrothermal explosions. (reference #9675),,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-07=,Yake-dake,Honshu-Japan,36.22,137.58,2455,Stratovolcano,Historical,D1,80307,Japan,0,,,6474,793
169.425,-19.52,1995,2,4,3,50710,2,,,"During October 1993, a telemetered surveillance station registered variations in the seismicity at Yasur. The station is located 2 km from the crater on the ashflow plain. Seismicity (detected at five stations) generally increased from October 1993 to January 1994, corresponding to renewed eruptive activity. Very strong activity from January 1994 to January 1995 (comparable to 1976-77) ejected bombs in a radius of ~400 m from the crater rim. Ashfall measured at the surveillance station totaled ~12 cm during January-October 1994. Seismicity remained high throughout 1994, then declined after January 1995.
Because Yasur is very accessible, it has been promoted as a tourist destination, resulting in a greater number of visitors and greater risk of accidents. In mid-January 1994 and early February 1995, when activity began to decline, there were two accidents with three victims. In one incident, two visitors on the crater rim died when they were struck by a 15 kg bomb ejected from the vent. 
(reference #2432)<P>

Two visitors on the crater rim died when they
were struck by a 15 kg bomb ejected from the vent. (reference #9675)",,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0507-10=,Yasur,Vanuatu-SW Pacific,-19.52,169.425,361,Stratovolcano,Historical,D1,50710,Vanuatu,0,,,6305,799
140.28,37.62,1997,9,15,,80317,4,,,"Four hikers died from inhalation of volcanic gases after being exposed 10 fumes on the floor of Numano-taira crater on September 15, 1997, a year after the last eruption of Adatara. The hikers were part of a group of 14 who became disoriented in foggy conditions and departed from a trail where warning signs were posted. No eruption. (reference #9675)",,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0803-17=,Adatara,Honshu-Japan,37.62,140.28,1718,Stratovolcano,Historical,D1,80317,Japan,0,,,6524,835
139.18,36.53,1947,9,16,,80313,699,,,"A non-eruptive lahar due to a typhoon caused 699 fatalities, mostly on the Aratogawa river, originating from the summit crater of Akagi. No eruption. (reference #9675)",,,,699,3,Many (~101 to 1000 people),,,,,,,,,,,,,699,3,Many (~101 to 1000 people),,,,,,,,,,1,,0803-13=,Akagi,Honshu-Japan,36.53,139.18,1828,Stratovolcano,Historical,D6,80313,Japan,0,,,6508,846
-78.436,-0.677,-455,,,4,150205,,,,Giant lahar - deaths assumed. (reference #9675),,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,1502-05=,Cotopaxi,Ecuador,-0.677,-78.436,5911,Stratovolcano,Historical,D2,150205,Ecuador,0,,,6627,11
142.880000000000109,43.68,1961,6,18,,80506,2,,,No eruption. (reference #9675),,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0805-06=,Daisetsu,Hokkaido-Japan,43.68,142.88,2290,Stratovolcano,Tephrochronology,D6,80506,Japan,0,,,6550,26
142.880000000000109,43.68,1958,7,21,,80506,2,,,No eruption. (reference #9675),,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0805-06=,Daisetsu,Hokkaido-Japan,43.68,142.88,2290,Stratovolcano,Tephrochronology,D6,80506,Japan,0,,,6549,26
109.92,-7.2,1992,3,18,,60320,1,,,"One person was killed and two persons hospitalized by a gas emission on March 18, 1992 not associated with an eruption. (reference #9675)
<P>A sudden gas emission occurred at about 1600 on 18 March from a fractured and altered zone in a river valley 200 m W of Sikidang Crater. After the gas emission, one person was found dead in the stream, and two others were hospitalized after trying to rescue him. (reference #2432)",,,,1,1,Few (~1 to 50 people),2,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),2,1,Few (~1 to 50 people),,,,,,,1,,0603-20=,Dieng Volc Complex,Java,-7.2,109.92,2565,Complex volcano,Historical,D1,60320,Indonesia,0,,,6327,54
